step,type,origin_account,destination_account,amount,oldbalanceOrg,newbalanceOrig,oldbalancedest,newbalancedest,isFraud,isFlaggedFraud
333,TRANSFER,22221081,85994244,44840.163587758114,35115.95552692326,0.0,83593.93927098344,128434.10285874155,0,0
327,CASH_OUT,13557916,86691918,48928.99375416317,35511.58394264455,0.0,272479.76578999613,321408.7595441593,0,0
15,TRANSFER,93721644,65711430,21782.692996353857,183033.427594911,161250.73459855712,71868.56720009173,93651.26019644558,0,0
839,CASH_OUT,52892908,75206287,51889.25572541401,93041.08662433422,67096.4587616272,43468.46162736693,95357.71735278095,1,0
614,CASH_IN,47343416,85522245,57347.44821731255,12637.65585490324,69985.10407221579,146835.8280832689,204183.27630058143,0,0
226,CASH_IN,55138989,62453495,9843.50870980541,119637.49998770573,129481.00869751112,295695.13623318024,305538.6449429857,0,0
425,CASH_OUT,34353798,57033450,44932.961950195415,120365.26972660956,75432.30777641415,72616.58145345013,117549.54340364554,0,0
790,PAYMENT,78642535,91726083,94050.31487931596,12900.15173731236,106950.46661662831,201640.66422176355,295690.9791010795,0,0
408,CASH_IN,93668073,54794049,95283.91057316674,194504.4991267324,289788.40969989914,228485.8845986153,323769.795171782,0,0
113,TRANSFER,44534402,77939626,23940.83533187039,108805.99305891512,84865.15772704473,71291.2631977199,95232.0985295903,0,0
997,TRANSFER,87104760,81759003,62415.100870364986,111959.14443595284,49544.04356558787,218464.9045835579,280880.0054539229,0,0
428,DEBIT,88198826,15275805,47412.885648144686,104023.0829004789,151435.96854862358,110334.93981577597,157747.82546392066,0,0
1,TRANSFER,63340553,17304245,87569.75590733474,122146.355928924,34576.600021589256,189691.74917807383,277261.5050854086,0,0
266,DEBIT,70121388,93119461,54550.88702274773,52859.95055475099,25584.507043377125,190058.91322826841,244609.80025101616,1,0
491,CASH_OUT,18883919,44865761,195824.9935611036,57448.26959496816,-40464.22718558362,160732.40522242754,356557.39878353116,1,0
208,CASH_OUT,38108381,52203393,16264.494981082196,102267.81795922657,86003.32297814435,27086.93101632249,43351.42599740469,0,0
622,CASH_OUT,56990019,21933716,34958.78488892811,161337.1709527159,126378.3860637878,250590.74867677139,285549.5335656995,0,0
712,PAYMENT,21231853,88421357,31578.95576575116,9972.915298835773,41551.87106458693,96234.01949152075,127812.97525727192,0,0
952,PAYMENT,65548188,23961255,79138.37828309737,120680.8424440492,199819.2207271465,55955.55311995627,135093.93140305363,0,0
369,DEBIT,66164058,35649424,68059.26100722239,161355.6285012628,229414.8895084852,12232.542466429175,80291.80347365157,0,0
985,TRANSFER,41044217,33180328,29962.636398293576,31383.45440744543,1420.8180091518552,177267.88295647255,207230.51935476612,0,0
306,TRANSFER,40532365,34704020,45779.80427844967,3004.508396113259,0.0,203269.30855268473,249049.1128311344,0,0
12,CASH_OUT,30247066,13692380,9564.95480479394,62542.659028291615,52977.70422349768,4976.348678356846,14541.303483150787,0,0
345,CASH_IN,26653229,82034135,89815.66301756188,117628.74134591964,207444.4043634815,153627.9174897843,243443.5805073462,0,0
465,PAYMENT,39107671,57577227,93543.12819660892,27656.634680949544,121199.76287755847,67948.73255938139,161491.86075599032,0,0
700,PAYMENT,41661725,18009366,97980.55550274,85224.4741944971,183205.0296972371,193551.83712283496,291532.39262557495,0,0
666,CASH_OUT,91440786,22213314,114890.19889353908,110464.2994748556,53019.20002808605,52309.92870149743,167200.12759503652,1,0
494,PAYMENT,87596428,61908783,155257.04510991427,119776.61895146345,42148.0963965063,207281.32143073977,362538.36654065404,1,0
368,CASH_OUT,70281874,97851910,4629.186355330868,54882.34420007503,50253.15784474416,116020.60389016122,120649.79024549208,0,0
846,DEBIT,76474802,20182697,57963.87677399328,80005.92719725828,137969.80397125156,281018.9966210204,338982.8733950136,0,0
937,TRANSFER,91091053,29590931,91261.3766380422,155667.84581351175,64406.46917546955,41256.283243797974,132517.65988184017,0,0
420,CASH_IN,86341045,48731001,110993.8276324976,188242.9388241371,132746.0250078883,102319.90531507756,213313.73294757516,1,0
889,TRANSFER,65805936,30400486,150980.63690237142,172376.06622365146,96885.74777246577,34042.05637217672,185022.69327454813,1,0
791,TRANSFER,38538490,98664717,80551.5496427641,112856.70034668638,32305.15070392228,277408.08548356884,357959.6351263329,0,0
171,DEBIT,65546031,91057952,162947.24259441753,82058.5605887893,584.9392915805365,263201.8060142943,426149.04860871186,1,0
134,PAYMENT,70974032,20641520,109360.5295050078,66591.32287428364,11911.058121779735,77382.48831454669,186743.0178195545,1,1
965,CASH_IN,32318517,78332704,67891.94484550662,24991.313216803614,92883.25806231024,197995.2138102537,265887.15865576034,0,0
427,PAYMENT,10093012,72124051,23687.39056976345,21310.2494432226,44997.64001298604,245166.66006036475,268854.0506301282,0,0
25,TRANSFER,81422627,83422532,8405.416719038203,137671.52498273153,129266.10826369331,166560.2434798387,174965.66019887693,0,0
530,CASH_OUT,93869858,66043306,74694.08698481228,51958.88323423208,14611.839741825934,158895.17350680195,233589.26049161423,1,0
190,TRANSFER,14429183,82680366,63021.20673785528,50932.33728648936,0.0,72555.6872701355,135576.89400799078,0,0
141,PAYMENT,57833260,37179832,166697.66389826813,199639.01089555715,116290.17894642308,27930.830341769764,194628.4942400379,1,0
555,TRANSFER,97847828,86620152,34437.36025166273,37585.19157475908,3147.831323096354,269164.727385998,303602.08763766073,0,0
846,CASH_OUT,38759584,63425556,6185.621005157068,29611.95189776593,23426.330892608865,270125.4171489991,276311.0381541562,0,0
796,DEBIT,87529716,75835523,73437.66003317622,19737.045551984123,93174.70558516034,189930.43718198038,263368.0972151566,0,0
658,PAYMENT,67047782,64638920,140325.3154083325,115961.06903335924,45798.41132919298,101708.9373146102,242034.2527229427,1,0
315,TRANSFER,67415264,45480501,21328.26109959961,125572.76520042028,104244.50410082066,104762.87238379827,126091.13348339788,0,0
444,PAYMENT,11593958,30272248,98699.19007777912,73045.58525137638,23695.990212486824,217786.7036610718,316485.89373885095,1,0
319,DEBIT,56512894,47038713,20383.51103013588,107082.66710229356,127466.17813242944,269133.07798577315,289516.589015909,0,0
441,TRANSFER,71940025,12322774,26073.558866745327,157679.9061889825,131606.34732223718,266125.9272795352,292199.48614628054,0,0
92,TRANSFER,92384960,94898561,9261.930151128248,163620.8336643497,154358.90351322145,233962.66375728717,243224.5939084154,0,0
179,PAYMENT,91845176,54635651,39949.233580295135,191582.41514312965,231531.6487234248,192609.49384628632,232558.72742658146,0,0
56,PAYMENT,75038109,70719097,41898.73310150252,164853.5971845749,206752.33028607743,25241.98949851465,67140.72260001716,0,0
155,CASH_OUT,28315961,73477955,51461.03341692636,112968.28734348532,61507.253926558966,48488.61422838413,99949.6476453105,0,0
672,DEBIT,15899485,12386003,70899.33706970651,35931.3931673692,106830.73023707572,269566.2565581238,340465.5936278303,0,0
111,CASH_OUT,74774707,23997952,90611.03185875576,19952.71154056848,0.0,181928.71789787698,272539.7497566327,0,0
137,TRANSFER,47361001,88736604,13782.032547791983,10902.37798217184,0.0,2759.1154849888944,16541.14803278088,0,0
232,PAYMENT,47686182,65792117,5444.266353882219,133305.16635707676,138749.43271095896,30441.46285980963,35885.72921369185,0,0
992,TRANSFER,31503208,11468447,1862.9380470973847,161507.25107959862,159644.31303250123,199050.53073241675,200913.46877951414,0,0
468,TRANSFER,60247443,55596910,14370.701593100935,101736.7901368158,87366.08854371487,1518.475153865606,15889.176746966541,0,0
732,CASH_IN,89870699,30543376,65798.36908330477,10942.834966727987,76741.20405003276,48242.415425249594,114040.78450855437,0,0
481,CASH_IN,82529077,82163565,140630.82197949564,107094.11491826765,36778.70392851981,164620.13680997584,305250.9587894715,1,0
68,TRANSFER,80376045,77310278,86795.70755886218,187149.85230491008,143751.998525479,207568.55930780797,294364.26686667016,1,0
814,PAYMENT,14407534,17672537,24378.384108315226,119522.6381864921,143901.0222948073,195588.37785078015,219966.76195909537,0,0
249,TRANSFER,90130586,74381489,30596.42237801937,161885.49769256296,131289.0753145436,67280.79283816794,97877.21521618731,0,0
994,CASH_IN,81526902,91686102,48318.63321009429,160030.5296783501,208349.1628884444,213653.76640426076,261972.39961435506,0,0
323,PAYMENT,51868868,27501082,6327.677855054048,186425.81995613052,192753.4978111846,71174.72624904002,77502.40410409406,0,0
922,TRANSFER,79904009,56772603,61118.0409058925,154045.75312997465,92927.71222408216,97619.90944778032,158737.95035367282,0,0
904,DEBIT,22863195,65485436,143544.1749291974,149540.1028026179,77768.0153380192,223947.42153540725,367491.59646460466,1,0
518,DEBIT,82844648,72110796,36087.02307468648,46820.53299412812,82907.55606881459,194889.8697141644,230976.89278885088,0,0
976,TRANSFER,67043784,27089747,75287.21903438748,11985.03106421629,0.0,254767.02314825339,330054.2421826409,0,0
792,PAYMENT,72408999,25269441,50008.3912178051,103519.89301076156,153528.28422856666,197283.867690103,247292.2589079081,0,0
432,TRANSFER,86379516,18730824,12789.906317594669,24886.84158935104,12096.93527175637,170492.58100064148,183282.48731823615,0,0
487,TRANSFER,12195756,95704631,58227.922505770606,192439.17525559827,134211.25274982766,28102.430348427744,86330.35285419835,0,0
606,CASH_IN,39240870,50957974,29994.428101722053,57984.95252660572,87979.38062832777,110314.74091783006,140309.16901955212,0,0
429,DEBIT,73628810,22796439,87673.76020374286,170588.8406768586,126751.96057498718,79560.71030451763,167234.47050826048,1,0
269,CASH_IN,75775016,49062419,63496.6237144732,77524.92504049187,141021.54875496507,73196.89301372507,136693.51672819827,0,0
709,CASH_IN,16292260,81640670,85894.64560897951,64638.84997147549,150533.495580455,291903.16642573365,377797.81203471316,0,0
537,TRANSFER,94410754,62403977,34483.52899231842,187031.71447532423,152548.18548300583,117929.31740002813,152412.84639234655,0,0
